timestamp,val
2023-08-19 01:23:37.661787136,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': False, 'question': 'Summarize this paper in 50 words!'}]"
2023-08-19 01:23:46.835100672,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': False, 'question': 'Summarize this paper in 50 words!'}]"
2023-08-19 01:24:35.975106560,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': False, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}]"
2023-08-19 01:24:45.592772096,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': False, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}]"
2023-08-19 01:24:50.673400320,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}]"
2023-08-19 01:25:11.438594048,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}]"
2023-08-19 01:25:20.776618240,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}]"
2023-08-19 01:25:53.672278784,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}]"
2023-08-19 01:26:10.448415232,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}, {'answer': 'By utilizing multivariate patterns of fNIRS, researchers can predict well-established fMRI markers of neural activity in the prefrontal cortex. This suggests that fNIRS could be used as a surrogate marker of fMRI activation, allowing for broader applications in various populations.', 'isPublic': False, 'question': 'How does leveraging multivariate patterns of fNIRS augment traditional measures of neural activity?'}]"
2023-08-19 01:26:52.909965824,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}, {'answer': 'By utilizing multivariate patterns of fNIRS, researchers can predict well-established fMRI markers of neural activity in the prefrontal cortex. This suggests that fNIRS could be used as a surrogate marker of fMRI activation, allowing for broader applications in various populations.', 'isPublic': False, 'question': 'How does leveraging multivariate patterns of fNIRS augment traditional measures of neural activity?'}, {'answer': 'This study demonstrates the usefulness of combining data augmentation and machine learning algorithms in predicting fMRI markers from functional near-infrared spectroscopy (fNIRS) patterns. This approach helps bridge the gap in neuroimaging research and offers potential applications for understanding various populations, including infants.', 'isPublic': False, 'question': 'How is the method combining data augmentation and machine learning algorithms helpful in this study?'}]"
2023-08-19 01:27:08.712251648,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The key figures in the paper include the stop signal response time for measuring individual difference of response inhibition in the stop signal task (SST), and the number of reversals in the probabilistic reversal learning task (PRL).', 'isPublic': False, 'question': 'Can you explain some of the key figures in the paper?'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}, {'answer': 'By utilizing multivariate patterns of fNIRS, researchers can predict well-established fMRI markers of neural activity in the prefrontal cortex. This suggests that fNIRS could be used as a surrogate marker of fMRI activation, allowing for broader applications in various populations.', 'isPublic': False, 'question': 'How does leveraging multivariate patterns of fNIRS augment traditional measures of neural activity?'}, {'answer': 'This study demonstrates the usefulness of combining data augmentation and machine learning algorithms in predicting fMRI markers from functional near-infrared spectroscopy (fNIRS) patterns.', 'isPublic': False, 'question': 'How is the method combining data augmentation and machine learning algorithms helpful in this study?'}]"
2023-08-19 01:30:28.223255040,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The paper does not provide specific details on the data augmentation part.', 'isPublic': False, 'question': 'Explain data augmentation part in the paper'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}, {'answer': 'By utilizing multivariate patterns of fNIRS, researchers can predict well-established fMRI markers of neural activity in the prefrontal cortex. This suggests that fNIRS could be used as a surrogate marker of fMRI activation, allowing for broader applications in various populations.', 'isPublic': False, 'question': 'How does leveraging multivariate patterns of fNIRS augment traditional measures of neural activity?'}, {'answer': 'This study demonstrates the usefulness of combining data augmentation and machine learning algorithms in predicting fMRI markers from functional near-infrared spectroscopy (fNIRS) patterns.', 'isPublic': False, 'question': 'How is the method combining data augmentation and machine learning algorithms helpful in this study?'}]"
2023-08-19 01:30:31.280510208,"[{'answer': 'The paper suggests that functional near-infrared spectroscopy (fNIRS) might offer a surrogate marker of fMRI activation, which would broaden our understanding of various populations, including infants.', 'isPublic': True, 'question': 'Summarize this paper in 50 words!'}, {'answer': 'The authors started mapping fNIRS markers to fMRI markers using machine learning models and data augmentation because there is growing interest in fMRI-based markers of individual differences, but its utility is often limited due to its high cost and difficulty acquiring from specific populations, including children and infants. They hoped to find a surrogate marker of fMRI activation that could broaden their understanding of various populations, including infants.', 'isPublic': False, 'question': 'What drove you to start mapping fNIRS markers to fMRI markers using machine learning models and data augmentation?'}, {'answer': 'By utilizing multivariate patterns of fNIRS, researchers can predict well-established fMRI markers of neural activity in the prefrontal cortex. This suggests that fNIRS could be used as a surrogate marker of fMRI activation, allowing for broader applications in various populations.', 'isPublic': False, 'question': 'How does leveraging multivariate patterns of fNIRS augment traditional measures of neural activity?'}, {'answer': 'This study demonstrates the usefulness of combining data augmentation and machine learning algorithms in predicting fMRI markers from functional near-infrared spectroscopy (fNIRS) patterns.', 'isPublic': False, 'question': 'How is the method combining data augmentation and machine learning algorithms helpful in this study?'}]"
